month,credit_amount,investment_as_income_percentage,residence_since,age,number_of_credits,people_liable_for,sex,status,housing,skill_level,telephone,foreign_worker,installment_plans,other_debtors,credit_history,purpose,savings,employment,property
24,3757,4,4,1,1,1,0,A14,A153,A173,A192,A201,A143,A102,A32,A40,A61,A75,A124
10,1295,3,2,1,1,1,1,A14,A151,A172,A191,A202,A143,A101,A32,A40,A62,A73,A121
5,3190,2,3,1,1,1,1,A14,A151,A173,A191,A201,A143,A103,A32,A40,A61,A73,A122
11,1553,2,2,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A43,A61,A75,A124
27,8318,2,4,1,2,1,0,A12,A153,A174,A192,A201,A143,A101,A30,A49,A61,A75,A124
4,1237,1,1,1,2,1,0,A14,A152,A173,A191,A201,A143,A101,A34,A43,A62,A73,A122
5,362,4,4,1,1,1,1,A12,A152,A173,A191,A201,A143,A101,A32,A43,A65,A75,A122
11,1835,3,2,1,2,2,1,A11,A151,A172,A191,A202,A143,A101,A34,A40,A61,A73,A121
22,2718,2,4,0,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A42,A65,A73,A123
33,8133,4,1,1,1,1,1,A12,A151,A174,A192,A201,A143,A102,A32,A42,A62,A72,A124
22,1403,4,3,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A42,A61,A74,A122
18,1200,4,2,1,1,1,1,A12,A152,A172,A191,A201,A143,A103,A32,A43,A61,A75,A121
5,1237,2,4,1,2,2,1,A13,A152,A173,A192,A201,A143,A101,A34,A40,A62,A75,A123
24,3123,4,1,1,1,1,0,A11,A152,A173,A191,A201,A143,A101,A32,A40,A61,A72,A122
33,4530,2,4,1,1,2,1,A11,A153,A173,A191,A201,A143,A101,A32,A41,A61,A75,A124
8,960,2,4,1,1,1,1,A13,A152,A173,A191,A201,A143,A101,A32,A43,A62,A75,A121
22,1092,4,4,1,2,2,1,A12,A152,A173,A191,A201,A141,A101,A34,A43,A62,A72,A124
24,1207,4,4,0,1,1,0,A11,A151,A173,A191,A201,A143,A101,A32,A40,A61,A72,A122
10,1207,4,4,1,1,1,1,A14,A152,A172,A191,A201,A143,A103,A32,A40,A65,A73,A122
15,2012,2,2,1,1,1,1,A13,A152,A173,A192,A201,A143,A101,A34,A41,A63,A73,A123
15,5954,1,2,1,1,2,1,A12,A152,A174,A192,A201,A143,A101,A31,A40,A62,A71,A122
22,1291,4,2,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A61,A73,A122
36,7758,4,2,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A32,A41,A62,A75,A123
11,682,4,2,1,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A40,A61,A74,A121
33,3804,2,2,1,1,1,1,A14,A153,A174,A192,A201,A143,A101,A32,A41,A61,A73,A124
15,2247,2,4,1,1,1,1,A13,A151,A173,A192,A201,A143,A101,A32,A49,A61,A74,A122
11,392,4,4,0,2,1,1,A12,A151,A173,A191,A201,A143,A102,A33,A43,A61,A73,A121
22,1881,4,1,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A40,A65,A72,A122
4,609,4,3,1,2,1,0,A11,A152,A173,A191,A202,A143,A101,A34,A40,A61,A74,A122
5,1282,2,4,1,1,2,1,A11,A152,A172,A191,A202,A143,A101,A34,A40,A61,A72,A121
36,7127,2,4,0,2,1,0,A14,A151,A173,A192,A201,A143,A101,A34,A42,A61,A72,A122
5,1047,3,2,1,1,1,1,A11,A152,A173,A192,A201,A143,A101,A32,A40,A62,A75,A122
5,609,4,4,1,2,1,1,A14,A153,A173,A191,A201,A143,A101,A34,A43,A65,A75,A124
22,4530,3,4,1,2,1,1,A14,A153,A173,A191,A201,A143,A101,A34,A45,A61,A75,A124
18,3190,2,2,0,1,1,0,A11,A152,A173,A191,A201,A143,A101,A32,A43,A61,A73,A121
47,6419,3,4,1,2,2,1,A11,A153,A173,A191,A201,A143,A101,A30,A42,A61,A73,A124
24,3488,3,4,0,1,1,0,A14,A152,A173,A191,A201,A143,A101,A32,A41,A62,A74,A123
18,1113,4,4,1,1,2,0,A12,A152,A172,A191,A201,A143,A103,A32,A43,A61,A73,A121
24,7685,2,3,1,2,1,1,A12,A152,A173,A191,A201,A143,A101,A32,A41,A61,A72,A123
15,1532,4,3,1,1,1,0,A14,A152,A173,A191,A201,A143,A101,A34,A46,A62,A73,A123
4,1376,2,1,1,2,2,1,A14,A152,A172,A191,A201,A143,A101,A34,A43,A61,A74,A121
33,1957,4,4,1,1,1,1,A11,A151,A173,A191,A201,A143,A101,A32,A43,A61,A73,A123
5,448,3,4,1,1,2,1,A11,A152,A172,A192,A201,A143,A101,A32,A40,A61,A72,A121
33,1924,3,1,1,2,2,1,A12,A152,A173,A191,A201,A143,A101,A32,A46,A61,A74,A123
15,2631,2,4,1,2,1,0,A12,A151,A173,A192,A201,A143,A101,A32,A40,A62,A73,A123
11,1376,4,4,1,1,1,1,A14,A151,A173,A191,A201,A143,A101,A33,A41,A61,A73,A121
22,1236,4,3,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A43,A62,A74,A122
22,2782,4,2,0,2,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A65,A72,A123
20,1961,2,1,1,1,1,1,A13,A151,A173,A191,A201,A143,A101,A34,A46,A61,A72,A123
4,1374,4,3,1,1,1,0,A11,A152,A174,A192,A201,A143,A101,A32,A40,A65,A71,A122
18,3612,3,4,1,1,1,0,A12,A152,A173,A192,A201,A143,A101,A34,A42,A61,A75,A122
47,7408,4,4,1,1,1,1,A11,A153,A174,A191,A201,A141,A101,A32,A40,A61,A75,A124
18,3049,1,1,1,1,1,0,A13,A152,A172,A191,A201,A142,A101,A32,A42,A61,A72,A122
11,1386,1,1,0,1,1,1,A12,A151,A173,A191,A201,A143,A101,A32,A43,A61,A72,A121
22,1603,4,4,1,2,1,1,A14,A153,A173,A192,A201,A143,A101,A33,A40,A61,A75,A124
30,5743,4,4,1,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A42,A65,A75,A122
18,2578,2,1,1,1,2,1,A13,A152,A172,A191,A201,A143,A101,A32,A42,A61,A73,A121
11,1154,4,4,1,2,1,1,A14,A152,A172,A191,A201,A143,A101,A34,A40,A61,A75,A121
22,1240,4,2,1,2,2,1,A11,A153,A173,A191,A201,A143,A101,A33,A40,A61,A71,A121
24,2022,4,4,1,1,1,0,A14,A152,A173,A192,A201,A143,A101,A34,A40,A61,A73,A123
22,1402,3,1,1,1,2,1,A14,A152,A173,A191,A201,A141,A101,A32,A43,A61,A74,A123
12,626,4,4,0,1,1,0,A11,A152,A172,A191,A201,A141,A101,A31,A43,A61,A73,A121
47,7855,2,1,1,2,1,1,A14,A153,A173,A192,A201,A143,A101,A34,A41,A65,A74,A124
12,996,4,4,0,2,1,0,A14,A152,A173,A191,A201,A143,A101,A34,A45,A65,A74,A121
5,1449,2,4,1,1,2,1,A14,A152,A172,A191,A201,A141,A101,A31,A43,A63,A75,A122
47,6229,1,1,1,2,1,1,A11,A152,A173,A192,A201,A143,A103,A32,A43,A61,A74,A121
11,1577,4,1,1,1,1,1,A12,A152,A173,A191,A201,A143,A101,A34,A40,A62,A72,A123
8,1199,4,4,1,2,1,0,A12,A152,A174,A192,A201,A143,A101,A32,A46,A61,A74,A122
11,1240,2,1,0,1,1,1,A12,A152,A173,A191,A201,A142,A101,A32,A43,A61,A72,A123
18,2278,3,3,1,2,1,0,A12,A152,A173,A191,A201,A143,A101,A30,A40,A62,A72,A123
20,5003,1,4,1,2,1,0,A14,A152,A173,A192,A201,A141,A101,A30,A40,A65,A73,A122
22,3234,3,4,1,1,1,1,A11,A152,A173,A191,A201,A141,A101,A31,A42,A61,A74,A123
18,1553,2,2,1,2,1,1,A12,A152,A172,A191,A201,A143,A101,A34,A42,A61,A72,A121
22,2679,4,4,1,1,2,1,A11,A153,A173,A192,A201,A141,A101,A32,A41,A65,A75,A124
22,1393,4,4,0,1,1,1,A11,A151,A172,A191,A201,A141,A103,A31,A43,A61,A74,A123
4,683,2,1,1,1,1,0,A13,A152,A173,A191,A201,A141,A101,A33,A43,A61,A72,A122
33,11590,1,4,1,1,1,1,A12,A153,A173,A192,A201,A143,A101,A32,A40,A65,A73,A124
22,3804,4,2,1,2,1,1,A12,A152,A174,A192,A201,A141,A101,A33,A49,A65,A73,A122
24,1553,3,2,0,2,1,0,A12,A151,A173,A192,A201,A143,A101,A33,A43,A62,A74,A122
11,1282,2,3,1,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A40,A61,A74,A123
22,2133,2,2,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A43,A64,A75,A123
47,3599,4,1,1,2,2,1,A12,A152,A173,A192,A201,A143,A101,A32,A43,A65,A74,A123
48,6758,3,2,1,1,1,0,A11,A152,A173,A192,A201,A143,A101,A32,A43,A61,A73,A123
24,3234,4,4,0,1,1,0,A11,A151,A172,A192,A201,A143,A101,A32,A42,A61,A72,A121
30,4811,3,2,1,1,1,1,A14,A152,A173,A191,A201,A143,A102,A34,A43,A61,A74,A123
24,5433,2,4,1,1,1,0,A14,A151,A174,A192,A201,A143,A101,A32,A41,A65,A71,A122
15,806,4,4,0,1,1,0,A11,A152,A172,A191,A201,A143,A101,A32,A49,A61,A73,A122
8,959,4,4,1,2,1,1,A12,A152,A172,A191,A201,A143,A101,A32,A43,A61,A75,A123
15,2788,2,3,0,2,1,0,A14,A152,A173,A191,A201,A141,A102,A34,A42,A61,A74,A123
12,2930,2,1,1,1,1,0,A12,A152,A173,A191,A201,A143,A101,A32,A43,A61,A74,A121
24,1927,3,2,1,2,1,0,A14,A152,A173,A192,A201,A143,A101,A34,A46,A65,A73,A123
33,2404,4,4,1,2,1,1,A12,A152,A173,A191,A201,A143,A101,A34,A40,A61,A72,A123
22,860,4,3,1,2,1,1,A14,A152,A172,A191,A201,A143,A101,A32,A48,A61,A72,A123
18,951,3,3,1,2,1,1,A12,A152,A173,A191,A201,A141,A103,A34,A40,A61,A75,A121
11,2788,1,3,1,2,2,1,A12,A152,A172,A191,A201,A141,A101,A34,A40,A61,A72,A121
8,1388,4,2,1,1,1,0,A14,A151,A173,A191,A201,A143,A101,A32,A42,A61,A73,A121
33,2022,4,1,1,1,1,1,A12,A151,A172,A191,A201,A143,A101,A32,A45,A61,A72,A124
12,2133,4,4,1,1,1,0,A14,A153,A174,A192,A201,A143,A101,A32,A40,A65,A75,A124
18,2039,1,4,0,1,1,0,A11,A151,A173,A191,A201,A141,A101,A32,A42,A61,A73,A121
8,2404,2,2,1,2,2,1,A11,A151,A173,A191,A201,A143,A101,A34,A40,A61,A73,A121
11,1199,4,1,0,1,1,1,A11,A152,A172,A191,A201,A143,A103,A32,A42,A61,A73,A122
18,1092,4,3,1,1,1,1,A11,A152,A172,A192,A201,A143,A101,A32,A44,A61,A73,A121
11,1864,3,3,1,2,1,1,A11,A152,A173,A191,A201,A143,A101,A34,A42,A61,A75,A122
12,385,4,3,1,4,1,0,A11,A152,A172,A192,A201,A143,A101,A34,A43,A61,A74,A121
24,1965,4,4,1,2,1,0,A12,A151,A173,A192,A201,A143,A101,A33,A40,A65,A73,A123
20,1572,4,4,1,1,1,0,A14,A152,A172,A191,A201,A141,A101,A32,A49,A64,A75,A121
24,2718,3,4,0,1,1,0,A12,A151,A172,A192,A201,A143,A101,A32,A40,A61,A73,A122
22,1275,4,3,1,1,1,1,A11,A152,A174,A192,A201,A142,A101,A31,A410,A65,A75,A123
4,931,1,1,1,1,1,0,A12,A152,A172,A191,A201,A142,A101,A31,A40,A62,A72,A122
24,1442,4,4,0,2,1,0,A11,A151,A173,A191,A201,A143,A101,A32,A40,A61,A74,A123
22,3632,1,4,1,3,1,1,A12,A152,A172,A192,A201,A143,A101,A30,A49,A61,A73,A121
18,2394,2,2,1,2,1,1,A14,A152,A173,A191,A201,A141,A101,A34,A40,A61,A74,A122
22,3447,1,2,1,1,1,1,A14,A153,A173,A191,A201,A143,A101,A33,A49,A61,A73,A124
5,2329,1,1,1,1,1,0,A12,A152,A173,A191,A201,A143,A103,A32,A43,A61,A72,A121
8,918,4,1,1,1,1,0,A12,A152,A173,A191,A201,A143,A101,A32,A42,A61,A73,A122
24,1837,4,4,1,1,1,0,A12,A153,A172,A191,A201,A141,A101,A31,A46,A61,A74,A124
36,3349,4,2,1,1,1,0,A14,A152,A174,A192,A201,A143,A101,A32,A42,A61,A73,A123
10,1275,4,2,0,1,1,0,A13,A152,A173,A191,A201,A143,A101,A32,A42,A61,A72,A122
22,2406,4,4,0,1,1,1,A11,A152,A173,A192,A201,A142,A101,A31,A42,A63,A73,A121
22,3660,3,2,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A34,A49,A61,A73,A121
36,2671,4,4,1,1,1,0,A12,A153,A173,A191,A201,A143,A102,A32,A43,A62,A73,A124
18,1620,4,1,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A61,A72,A121
15,1200,4,4,1,1,2,1,A14,A153,A173,A191,A201,A141,A101,A32,A41,A65,A75,A124
12,741,4,3,0,1,1,0,A11,A152,A173,A191,A201,A143,A101,A32,A44,A62,A71,A122
10,1240,1,4,1,1,2,0,A13,A153,A172,A191,A201,A143,A101,A32,A40,A62,A75,A124
20,3357,4,2,1,1,1,0,A11,A152,A173,A191,A201,A141,A101,A32,A43,A64,A72,A123
24,3632,1,4,0,1,1,0,A11,A151,A173,A191,A202,A141,A103,A31,A41,A61,A73,A123
18,1808,4,1,0,1,1,0,A14,A152,A173,A191,A201,A143,A101,A33,A42,A61,A74,A121
47,11590,2,2,1,1,1,1,A12,A152,A174,A192,A201,A141,A101,A30,A49,A65,A73,A123
48,8318,2,2,1,1,1,1,A12,A153,A174,A191,A201,A143,A101,A33,A43,A65,A73,A124
5,3357,1,3,1,3,2,1,A11,A151,A173,A191,A201,A143,A101,A34,A40,A61,A73,A121
30,3441,2,4,0,1,1,0,A12,A151,A173,A191,A201,A143,A102,A32,A42,A62,A73,A123
11,433,4,2,1,1,1,1,A14,A152,A172,A191,A201,A143,A101,A32,A40,A61,A73,A121
20,3349,2,3,1,2,1,1,A12,A152,A173,A191,A201,A143,A101,A34,A49,A61,A74,A122
18,1382,3,2,1,2,1,1,A14,A152,A173,A191,A201,A141,A101,A34,A40,A61,A73,A122
47,3499,4,2,1,1,1,1,A14,A152,A173,A191,A201,A141,A101,A32,A49,A65,A73,A121
12,1858,4,1,0,1,1,0,A11,A151,A173,A191,A201,A143,A101,A32,A42,A61,A72,A123
18,2146,4,4,1,2,1,1,A11,A153,A173,A191,A201,A143,A101,A32,A43,A61,A73,A124
15,1572,4,2,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A65,A75,A123
5,1808,2,2,1,1,1,1,A13,A152,A173,A192,A201,A143,A101,A32,A42,A61,A73,A121
8,1352,2,3,1,1,1,1,A12,A152,A173,A191,A201,A143,A101,A31,A40,A62,A74,A124
42,3609,4,4,1,2,1,1,A14,A152,A173,A192,A201,A143,A101,A34,A42,A63,A73,A121
8,3441,1,4,1,1,1,1,A14,A152,A172,A191,A201,A143,A101,A32,A46,A65,A75,A121
24,3660,2,4,1,1,1,0,A11,A152,A173,A191,A201,A143,A101,A32,A43,A61,A73,A123
18,1402,4,3,1,1,1,1,A11,A152,A173,A191,A201,A141,A101,A31,A42,A61,A73,A123
15,1352,4,1,0,1,1,1,A12,A152,A173,A191,A201,A143,A101,A32,A43,A65,A72,A122
8,1980,2,2,0,2,1,0,A14,A151,A173,A191,A201,A143,A102,A32,A42,A61,A72,A123
24,1355,3,4,0,1,1,0,A12,A152,A172,A192,A201,A143,A101,A32,A40,A61,A72,A123
11,1287,4,4,1,3,2,1,A14,A152,A173,A192,A201,A141,A101,A32,A46,A61,A75,A122
24,1376,4,1,1,1,1,0,A14,A152,A173,A191,A201,A143,A101,A32,A43,A63,A74,A123
48,14782,2,4,0,2,1,1,A14,A152,A173,A192,A201,A143,A101,A33,A43,A61,A74,A123
12,1493,4,3,1,1,2,0,A14,A152,A173,A191,A201,A143,A101,A32,A43,A61,A72,A123
42,3643,3,2,1,2,2,1,A11,A152,A173,A192,A201,A141,A101,A33,A43,A61,A74,A122
18,750,4,1,1,1,1,0,A11,A152,A171,A191,A201,A143,A101,A32,A46,A61,A71,A121
15,1207,4,4,1,2,1,1,A12,A152,A172,A191,A201,A143,A101,A32,A45,A61,A75,A123
15,3758,3,2,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A32,A46,A62,A73,A122
22,1493,4,2,1,2,1,1,A14,A152,A173,A192,A201,A143,A103,A34,A43,A61,A74,A123
18,1501,4,1,1,2,1,1,A11,A152,A174,A192,A201,A143,A101,A34,A43,A61,A74,A122
33,7685,4,4,1,2,1,1,A14,A151,A173,A192,A201,A143,A101,A33,A49,A65,A72,A123
30,3749,2,2,1,2,1,1,A11,A152,A173,A191,A201,A143,A103,A30,A42,A61,A73,A121
12,1386,2,2,1,1,1,0,A14,A152,A173,A191,A201,A143,A101,A32,A40,A63,A73,A122
22,915,4,3,1,1,2,1,A13,A153,A173,A191,A201,A141,A101,A32,A40,A61,A74,A124
11,518,4,4,1,1,2,1,A11,A151,A172,A191,A201,A143,A101,A32,A46,A61,A73,A123
47,7174,4,1,1,1,1,1,A11,A153,A174,A192,A201,A143,A101,A32,A46,A61,A74,A124
11,1533,4,2,1,1,1,1,A12,A152,A172,A191,A201,A143,A101,A32,A42,A61,A73,A122
22,1957,4,1,1,1,1,1,A11,A152,A173,A191,A201,A143,A102,A32,A40,A61,A75,A121
33,7721,2,4,1,4,1,1,A12,A152,A174,A192,A201,A143,A101,A33,A40,A62,A75,A123
22,1980,4,3,1,2,1,1,A14,A152,A173,A192,A201,A143,A101,A34,A41,A61,A74,A123
13,3599,1,4,0,1,1,1,A11,A153,A173,A191,A201,A143,A101,A32,A40,A61,A71,A124
11,797,4,4,1,1,2,1,A12,A152,A172,A191,A201,A141,A101,A32,A40,A61,A75,A123
47,8487,4,3,1,1,1,1,A14,A152,A173,A192,A201,A142,A101,A32,A43,A65,A74,A123
30,4221,2,1,1,2,1,0,A12,A152,A173,A191,A201,A143,A101,A30,A49,A61,A73,A123
18,5743,2,1,1,1,1,1,A12,A152,A173,A192,A201,A143,A101,A34,A42,A61,A75,A124
11,1199,3,4,0,1,1,1,A13,A151,A173,A191,A201,A143,A101,A32,A43,A61,A73,A121
11,797,4,2,0,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A40,A65,A73,A123
20,1864,4,2,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A42,A61,A75,A121
5,932,4,1,1,2,1,1,A12,A152,A174,A192,A201,A142,A101,A33,A42,A61,A71,A122
4,1047,2,4,1,1,1,0,A13,A152,A172,A191,A201,A143,A101,A34,A46,A61,A73,A122
22,5433,4,2,1,2,1,1,A14,A152,A174,A192,A201,A141,A102,A34,A410,A61,A71,A124
30,3186,4,2,1,1,2,1,A12,A152,A173,A192,A201,A142,A101,A31,A42,A64,A73,A123
48,3609,1,1,1,1,1,0,A14,A152,A173,A191,A201,A142,A101,A31,A49,A61,A73,A121
11,3972,3,4,1,2,1,1,A11,A151,A173,A192,A201,A143,A102,A34,A40,A61,A75,A122
30,2718,4,4,1,1,1,1,A13,A152,A173,A191,A201,A143,A101,A34,A43,A61,A75,A122
22,3612,3,3,1,2,1,1,A14,A152,A172,A192,A201,A143,A101,A34,A49,A62,A73,A122
33,4675,2,2,1,2,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A49,A62,A74,A123
48,9566,2,4,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A32,A40,A61,A75,A122
5,1755,1,2,0,1,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A40,A63,A73,A123
20,2146,4,2,1,1,2,1,A14,A152,A172,A191,A201,A141,A101,A33,A49,A63,A72,A121
30,4530,4,4,1,1,1,0,A14,A151,A174,A192,A201,A143,A101,A34,A43,A61,A74,A123
22,4221,4,4,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A34,A42,A61,A75,A123
60,4611,2,2,0,1,1,1,A12,A152,A173,A191,A201,A143,A101,A32,A43,A62,A73,A123
22,2022,4,4,1,1,1,1,A11,A151,A172,A191,A201,A141,A101,A32,A43,A61,A75,A121
18,1453,3,1,1,1,1,0,A14,A152,A173,A191,A201,A143,A101,A32,A43,A61,A72,A121
4,1538,1,2,1,1,1,0,A14,A152,A173,A191,A201,A143,A101,A32,A46,A61,A72,A124
11,1924,4,4,1,1,1,1,A14,A153,A173,A192,A201,A143,A101,A32,A43,A65,A73,A124
15,1364,4,3,1,2,1,1,A14,A152,A173,A191,A201,A141,A101,A33,A43,A61,A73,A121
22,3972,3,3,1,3,1,1,A14,A153,A173,A192,A201,A143,A101,A34,A43,A61,A72,A124
33,8471,1,3,1,2,2,1,A12,A152,A172,A192,A201,A143,A101,A33,A49,A62,A74,A122
48,5951,4,4,1,1,2,1,A14,A153,A173,A192,A201,A143,A101,A32,A40,A65,A73,A124
10,1275,4,2,1,2,1,1,A13,A152,A173,A192,A201,A143,A101,A34,A43,A65,A74,A122
33,2578,4,3,1,1,1,1,A12,A153,A173,A191,A201,A143,A101,A33,A40,A62,A75,A124
8,2288,3,4,1,1,1,1,A14,A152,A173,A192,A201,A143,A102,A32,A43,A62,A75,A123
11,3349,1,3,1,1,2,1,A11,A152,A173,A191,A201,A143,A101,A32,A40,A64,A73,A122
15,918,2,3,0,2,1,1,A11,A152,A173,A191,A201,A143,A101,A34,A42,A61,A73,A122
15,2631,3,2,0,1,1,0,A12,A152,A172,A191,A201,A143,A101,A32,A45,A62,A73,A121
22,2631,2,1,1,1,1,1,A12,A152,A173,A191,A201,A143,A101,A32,A43,A62,A72,A123
5,3812,1,3,1,2,2,1,A11,A152,A172,A191,A201,A143,A101,A34,A40,A65,A72,A121
22,1924,4,2,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A43,A61,A74,A123
5,1126,2,4,1,1,1,1,A14,A151,A173,A191,A201,A143,A101,A32,A41,A63,A73,A122
11,959,4,3,1,2,1,1,A12,A152,A173,A191,A202,A143,A103,A32,A43,A61,A74,A121
12,926,1,2,1,1,1,0,A14,A152,A171,A191,A201,A143,A101,A34,A40,A61,A71,A122
18,1459,4,2,0,2,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A43,A61,A73,A123
15,1525,4,4,1,1,1,1,A13,A151,A174,A192,A201,A143,A101,A32,A46,A61,A75,A123
